playlist_url,year,track_id,track_name,track_popularity,album,artist_id,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,3AJwUDP919kvQ9QcozQPxg,Yellow,91,Parachutes,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop']",86,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,84,Enema Of The State,6FBDaR13swtiWwGhX1WQsP,blink-182,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",75,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,167067,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,3y4LxiYMgDl4RethdzpmNe,Breathe,69,Breathe,25NQNriVT2YbSW80ILRWJa,Faith Hill,"['contemporary country', 'country', 'country dawn', 'country road']",61,0.529,0.496,7,-9.007,1,0.029,0.173,0,0.251,0.278,136.859,250547,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,60a0Rd6pjrkxjPbaKzXjfq,In the End,88,Hybrid Theory (Bonus Edition),6XyY86QOPPrYVGvF9ch6wz,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",83,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,216880,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,74,No Strings Attached,6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,"['boy band', 'dance pop', 'pop']",65,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5Mmk2ii6laakqfeCT7OnVD,Thong Song,73,Unleash The Dragon,6x9QLdzo6eBZxJ1bHsDkjg,Sisqo,"['contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'urban contemporary']",56,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64E-05,0.07,0.714,121.549,253733,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,88,The Marshall Mathers LP,7dGJo4pcD2V6oG8kP0tJRR,Eminem,"['detroit hip hop', 'hip hop', 'rap']",88,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,284200,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7oQSevUCbYs4QawXTHQVV1,Rock DJ,57,Sing When You're Winning,2HcwFjNelS49kFbfvMxQYw,Robbie Williams,"['dance rock', 'europop']",69,0.712,0.762,7,-4.307,1,0.0326,0.026,0,0.0981,0.842,103.032,260560,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7H6ev70Weq6DdpZyyTmUXk,Say My Name,80,The Writing's On The Wall,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",69,0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009,271333,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,64BbK9SFKH2jk86U3dGj2P,Otherside,83,Californication (Deluxe Edition),0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",80,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,82,The Better Life,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",69,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,233933,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,82,2001,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",78,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,222293,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,79,Modjo (Remastered),0AkpPlFLnr0VQwZQeMGht0,Modjo,"['disco house', 'filter house']",58,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5XVjNRubJUW0iPhhSWpLCj,Better Off Alone,79,Who Needs Guitars Anyway?,2tbvDi9eXf9XXp06LupkED,Alice Deejay,"['bouncy house', 'eurodance']",58,0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,214883,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2avKuMN2QXkaG9vvHa2JLt,Take A Look Around,77,Chocolate Starfish And The Hot Dog Flavored Water,165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",73,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321040,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,52LJ3hyknOijCrE5gCD0rE,L'Amour Toujours,77,L'Amour Toujours,1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,"['eurodance', 'italo dance']",66,0.638,0.877,7,-4.449,1,0.0302,0.0771,0.0221,0.364,0.743,139.052,242053,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,76,Wheatus,4mYFgEjpQT4IKOrjOUKyXu,Wheatus,[],58,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,241667,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,35o9a4iAfLl5jRmqMX9c1D,Shape of My Heart,74,Black & Blue,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,"['boy band', 'dance pop', 'pop']",73,0.575,0.786,9,-4.353,1,0.0296,0.252,0,0.159,0.518,96.102,230093,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7m97yKVzPpXV9Z4ezEziOD,Big Pimpin',74,Vol. 3... Life And Times Of S. Carter,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",82,0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,283067,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,0LWkaEyQRkF0XAms8Bg1fC,Party Up,73,...And Then There Was X,1HwM5zlC5qNWhJtM00yXzG,DMX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",68,0.51,0.931,11,-3.302,1,0.347,0.0738,0,0.5,0.53,201.936,268867,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,4pmc2AxSEq6g7hPVlJCPyP,"Jumpin', Jumpin'",73,The Writing's On The Wall,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",69,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6Sy9BUbgFse0n0LPA5lwy5,Sandstorm,73,"Before the Storm, Special Edition",0LhHRmSd1EYM5QdNeNnCoQ,Darude,"['eurodance', 'finnish edm']",57,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,225493,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,0gPQTLaqHDgdupKEok7J2x,7 Days,73,Born to Do It,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,['british soul'],62,0.659,0.812,4,-7.499,0,0.0487,0.23,0,0.0951,0.888,83.014,235133,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6qc34bnVOyqGDPni8H5W0U,Amazed,72,Lonely Grill,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,"['contemporary country', 'country', 'country road']",57,0.561,0.543,1,-8.498,1,0.0324,0.26,0,0.124,0.243,139.803,240867,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,3wMUvT6eIw2L5cZFG1yH9j,Country Grammar (Hot Shit),72,Country Grammar,2gBjLmx6zQnFGQJCAQpRgw,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",73,0.865,0.664,2,-6.822,1,0.108,0.00689,0,0.142,0.565,162.831,287000,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5OQGeJ1ceykovrykZsGhqL,Breathless,72,In Blue,1VbWUxZTRNY2gw3qZ1tg9W,The Corrs,"['celtic rock', 'europop', 'pop rock']",59,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.80E-05,0.269,0.768,126.988,207507,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5p0ietGkLNEqx1Z7ijkw5g,My Love,72,Coast To Coast (Expanded Edition),5Z1CCuBsyhEHngq3U5IraY,Westlife,['boy band'],67,0.491,0.593,0,-5.975,1,0.0255,0.098,0,0.257,0.328,144.142,231760,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2AW37v0bDyuOzGP3XnmFuA,It's Gonna Be Me,71,No Strings Attached,6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,"['boy band', 'dance pop', 'pop']",65,0.636,0.873,0,-4.672,0,0.071,0.0407,1.27E-06,0.0372,0.908,165.071,192427,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2AogRMqARWyUP7VQ3gmSoY,Can't Fight The Moonlight,71,I Need You,2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,"['contemporary country', 'country', 'country dawn', 'country road']",59,0.628,0.834,6,-6.341,0,0.0497,0.403,0,0.051,0.626,97.865,215507,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6Wnlq1Pu3I0BajLvxn05Vr,Try Again,70,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",65,0.794,0.662,6,-4.913,0,0.249,0.0789,0,0.0937,0.683,93.053,284640,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,70,The Heat,3X458ddYA2YcVWuVIGGOYe,Toni Braxton,"['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",61,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14E-05,0.326,0.766,88.009,261933,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2TTYIwTM2iLC1YOyHuhRMt,Lucky,69,Oops!... I Did It Again,26dSoYclwsYLMAKD3tpOr4,Britney Spears,"['dance pop', 'pop']",78,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,206227,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,3mNecsYFb6LQg7822DPXCP,Absolutely (Story of a Girl) - Radio Mix,69,The Madding Crowd,306JHpIRGVaQd6OltnOzUO,Nine Days,['pop rock'],49,0.481,0.94,7,-5.204,1,0.066,0.000891,0,0.0939,0.66,96.493,189333,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1m2xMsxbtxv21Brome189p,I Wanna Know,69,My Name Is Joe,3zTOe1BtyTkwNvYZOxXktX,Joe,"['contemporary r&b', 'r&b', 'urban contemporary']",62,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09E-05,0.431,0.599,136.086,296693,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,68,Who Let The Dogs Out,67FFKYikvTlvsPNk4NPOYJ,Baha Men,['bahamian pop'],48,0.869,0.887,0,-4.505,1,0.0993,0.0605,0,0.148,0.784,129.221,198400,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7GHKA8GIMcND6c5nN1sFnD,Sexbomb,68,Reload,1T0wRBO0CK0vK8ouUMqEl5,Tom Jones,"['adult standards', 'british invasion']",62,0.801,0.876,8,-3.94,0,0.0446,0.144,1.38E-05,0.104,0.932,122.979,211893,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,69XUpOpjzDKcfdxqZebGiI,"Independent Women, Pt. 1",68,Survivor,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",69,0.73,0.602,6,-3.782,0,0.206,0.362,3.69E-06,0.169,0.927,97.954,221133,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,46n2EGFnPC3tzWCN1Aqe26,This I Promise You,68,No Strings Attached,6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,"['boy band', 'dance pop', 'pop']",65,0.55,0.587,2,-6.279,1,0.0329,0.354,0,0.128,0.466,165.975,284760,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5PMKzsUsTpZZGsCcJBuhP2,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",68,Where I Wanna Be,5KNqYrivNgVCHBssEUSu5B,Donell Jones,"['contemporary r&b', 'r&b', 'urban contemporary']",54,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73E-05,0.0419,0.868,103.032,243733,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1VuBmEauSZywQVtqbxNqka,Beautiful Day,68,All That You Can't Leave Behind,51Blml2LZPmy7TTiAg47vQ,U2,"['irish rock', 'permanent wave', 'rock']",75,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,246400,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,0ZqveF2rEFlz2oqF2xrriP,The Riddle,68,L'Amour Toujours,1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,"['eurodance', 'italo dance']",66,0.74,0.876,6,-6.87,0,0.0369,0.0173,0.00152,0.0785,0.825,127.002,285427,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,65B1tEOv5W294uCKbmEcFV,I Hope You Dance,67,I Hope You Dance,738OS3zrCO782uDiUN9pet,Lee Ann Womack,"['contemporary country', 'country', 'country dawn', 'country road']",57,0.385,0.443,7,-9.627,0,0.0295,0.0632,0,0.0898,0.275,151.278,294533,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Remaster,67,Blue,6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",62,0.728,0.94,4,-5.034,1,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7A0apkTSTvMbSI7yplcmlh,Come on over Baby (All I Want Is You) - Radio Version,67,Christina Aguilera (Expanded Edition),1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,"['dance pop', 'pop']",75,0.829,0.915,8,-3.205,1,0.106,0.226,1.25E-05,0.246,0.779,118.903,203333,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,4Y8q64VnhD0vFYy9g2WFpi,It Feels So Good,67,Hear My Cry,5xtqw2B8z8JGfDYi2eAZHI,Sonique,[],49,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,66,Title Of Record (Expanded Edition),01WjpKiWVNurV5hjIadB8C,Filter,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'nu metal', 'post-grunge']",53,0.541,0.776,2,-8.042,1,0.0298,0.00147,0.000221,0.178,0.282,98.986,363800,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5s4catxeZsaWFnOrvrXZHf,That's the Way It Is,66,The Very Best of Celine Dion,4S9EykWXhStSc15wEx8QFK,CÃ©line Dion,['canadian pop'],72,0.634,0.886,9,-5.424,1,0.0434,0.154,0,0.118,0.577,93.04,241373,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7JKEA8xYDoFp4q0QBW2PGg,Shackles (Praise You),66,Go Get It,12Kgt2eahvxNWhD5PnSUde,Mary Mary,"['gospel', 'gospel r&b']",51,0.779,0.834,7,-2.773,1,0.162,0.0343,0,0.0886,0.8,100.46,198347,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5bGmuxShUba9maPswDnhCs,What a Girl Wants,66,Christina Aguilera (Expanded Edition),1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,"['dance pop', 'pop']",75,0.754,0.819,0,-6.833,1,0.112,0.0684,0,0.345,0.818,142.137,215800,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,5Aa33rAPkp7f7l1aVqsHO8,Fool Again,65,Westlife,5Z1CCuBsyhEHngq3U5IraY,Westlife,['boy band'],67,0.533,0.512,4,-6.851,1,0.0288,0.0475,0,0.0442,0.553,75.984,234867,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,4cKGldbhGJniI8BrB3K6tb,Everything You Want,65,Everything You Want,6Hizgjo92FnMp8wGaRUNTn,Vertical Horizon,"['neo mellow', 'pop rock', 'post-grunge']",49,0.636,0.761,3,-6.389,0,0.0306,0.0517,0,0.0642,0.736,93.896,257067,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),64,Something Like Human,0EyuKHE1AeE9lWUF8mzKVp,Fuel,"['alternative metal', 'nu metal', 'post-grunge']",54,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,236867,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,4l1MNtoCiTxBwf6yxD7kFd,Born to Make You Happy,63,...Baby One More Time (Digital Deluxe Version),26dSoYclwsYLMAKD3tpOr4,Britney Spears,"['dance pop', 'pop']",78,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11,243533,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,4Do68W4FWO2hRAJCzG1lus,I Turn to You,63,Christina Aguilera (Expanded Edition),1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,"['dance pop', 'pop']",75,0.599,0.47,1,-8.356,1,0.0376,0.38,0,0.111,0.298,127.177,273707,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,0s46SltT4On0Z6kglK1I5c,I Just Wanna Love U (Give It 2 Me),63,The Dynasty: Roc La Familia,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",82,0.8,0.922,4,-5.125,0,0.24,0.301,9.31E-06,0.0352,0.801,98.631,227867,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,3PbHle8KhJp6GuO1jLdEmQ,Be Like That,63,The Better Life,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",69,0.487,0.702,7,-6.043,1,0.0238,0.00528,4.97E-06,0.129,0.306,95.982,265907,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,4pV49P2v3sxI0XYjUTmOl1,Shalala Lala,63,The Platinum Album,0cwmNvclzPd8mQnoHuIksj,Vengaboys,"['bubblegum dance', 'eurodance', 'europop']",61,0.751,0.901,2,-5.802,1,0.0328,0.0504,0.00308,0.0395,0.973,124.017,214819,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,0UzsDmdpw0Q14KU4hieQss,Fill Me In,63,Born to Do It,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,['british soul'],62,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,257200,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98Â°),62,Rainbow,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",76,0.348,0.532,10,-5.882,1,0.0331,0.592,0,0.106,0.148,129.297,257360,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,046MBhhgQJJghnbgZCkaAR,I Need You,62,I Need You,2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,"['contemporary country', 'country', 'country dawn', 'country road']",59,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58E-05,0.118,0.564,144.705,229827,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1vlTMKVV0FxG6CxGTmSY3t,Life Is A Rollercoaster,61,Ronan,3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,['europop'],59,0.655,0.791,0,-8.923,1,0.0302,0.1,0.000124,0.334,0.862,118.981,234827,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1uPrIHgYztXSkkcts9jet8,She Bangs - English Version,61,Sound Loaded,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,"['latin pop', 'mexican pop', 'puerto rican pop']",71,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51E-06,0.373,0.858,143.866,280627,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,79EAVfOpzgfHx3IE2BVFQv,Never Be The Same Again,60,Northern Star,60vX3zLcdKRXvKLITVh5Df,Melanie C,"['dance pop', 'europop', 'talent show']",53,0.689,0.685,3,-5.153,1,0.0478,0.0921,0,0.119,0.398,160.067,294200,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6PS1YRjdJ5Muakh2oh0UB2,Against All Odds (Take A Look at Me Now) - Mariah Only,61,Against All Odds (Take A Look at Me Now) EP,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",76,0.542,0.498,1,-6.332,1,0.0299,0.49,0,0.101,0.218,117.763,201933,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2uZwyxrg6VPvlVsvclIfel,Where I Wanna Be,60,Where I Wanna Be,5KNqYrivNgVCHBssEUSu5B,Donell Jones,"['contemporary r&b', 'r&b', 'urban contemporary']",54,0.664,0.396,5,-9.131,0,0.0298,0.52,0,0.268,0.453,102.053,253627,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,0HNXnhNZZtRZFLhP4hfyCP,Hey Baby (Radio Mix),60,Hey Baby (Uh Ah),0DR4z5jMA1eqx0CmHBUpkr,DJ Ã–tzi,"['classic schlager', 'oktoberfest', 'schlager']",55,0.666,0.968,10,-3.196,1,0.046,0.123,0,0.347,0.834,135.099,219240,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6vgN6KGstss0GnBbKlMNK9,The Way You Love Me,60,Breathe,25NQNriVT2YbSW80ILRWJa,Faith Hill,"['contemporary country', 'country', 'country dawn', 'country road']",61,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.734,101.99,186067,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2N4viTG9njqCa4c46YyWs1,Be With You,60,Enrique,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,"['dance pop', 'latin pop', 'mexican pop']",75,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,219360,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2WfhlEjoUII31H6imnQdvF,No More,59,Love Crimes,7liFhc0PDIx8etigqd2WhW,Ruff Endz,"['contemporary r&b', 'r&b']",42,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56E-06,0.0602,0.927,97.004,242560,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6dJ2mSRaKE9ctYw9qWNGWQ,There You Go,59,Can't Take Me Home (Expanded Edition),1KCSPY1glIKqW2TotWuXOR,P!nk,"['dance pop', 'pop']",79,0.822,0.847,10,-6.729,0,0.0917,0.0854,0,0.0452,0.668,107.908,202800,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,63nkNgHkmfgjElTEnCzKYU,Rise,59,Rise,7rftfGIYEeZ79sLb58ZBDi,GABRIELLE,"['british soul', 'europop', 'new wave pop']",55,0.558,0.481,8,-9.487,1,0.026,0.315,8.83E-06,0.09,0.631,144.673,219093,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,0WHOPmOuQKuu05k4g3UTvk,Wonderful,59,Songs From An American Movie: Learning How To Smile,694QW15WkebjcrWgQHzRYF,Everclear,"['alternative metal', 'alternative rock', 'nu metal', 'permanent wave', 'pop rock', 'post-grunge']",57,0.514,0.817,7,-6.489,1,0.05,0.0118,8.25E-06,0.346,0.734,186.765,280813,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,2dwhMQsFeHr2S787WxqAqW,You Sang To Me,59,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,"['latin pop', 'modern salsa', 'salsa', 'tropical']",74,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66E-06,0.216,0.741,165.98,347107,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,7BgUcOjSOlKJXASLgJ6bx1,Bag Lady,59,Mama's Gun,7IfculRW2WXyzNQ8djX8WX,Erykah Badu,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",65,0.724,0.416,5,-8.964,0,0.0841,0.365,0,0.0969,0.578,151.181,348893,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,6fA7akEuTUL3dW1V0GELaZ,Bent,59,Mad Season,3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']",67,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85E-06,0.375,0.527,95.468,256133,4
